period,respondent,respondent-name,type,type-name,value,value-units
2023-07-25T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81732,megawatthours
2023-07-25T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81739,megawatthours
2023-07-25T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80873,megawatthours
2023-07-25T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79651,megawatthours
2023-07-25T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77038,megawatthours
2023-07-25T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73464,megawatthours
2023-07-25T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69654,megawatthours
2023-07-25T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65098,megawatthours
2023-07-25T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60428,megawatthours
2023-07-25T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56130,megawatthours
2023-07-25T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53002,megawatthours
2023-07-25T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51840,megawatthours
2023-07-25T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51014,megawatthours
2023-07-25T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50745,megawatthours
2023-07-25T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51502,megawatthours
2023-07-25T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53430,megawatthours
2023-07-25T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55984,megawatthours
2023-07-25T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59090,megawatthours
2023-07-25T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63073,megawatthours
2023-07-25T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67288,megawatthours
2023-07-25T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71210,megawatthours
2023-07-25T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73920,megawatthours
2023-07-25T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77163,megawatthours
2023-07-25T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79604,megawatthours
2023-07-24T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81169,megawatthours
2023-07-24T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81360,megawatthours
2023-07-24T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80384,megawatthours
2023-07-24T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78870,megawatthours
2023-07-24T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76394,megawatthours
2023-07-24T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72915,megawatthours
2023-07-24T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68476,megawatthours
2023-07-24T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63679,megawatthours
2023-07-24T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58698,megawatthours
2023-07-24T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54191,megawatthours
2023-07-24T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50860,megawatthours
2023-07-24T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49773,megawatthours
2023-07-24T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48712,megawatthours
2023-07-24T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48063,megawatthours
2023-07-24T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48455,megawatthours
2023-07-24T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49959,megawatthours
2023-07-24T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52156,megawatthours
2023-07-24T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54929,megawatthours
2023-07-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58432,megawatthours
2023-07-24T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62335,megawatthours
2023-07-24T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66062,megawatthours
2023-07-24T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68392,megawatthours
2023-07-24T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71053,megawatthours
2023-07-24T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73246,megawatthours
2023-07-23T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74898,megawatthours
2023-07-23T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75613,megawatthours
2023-07-23T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75340,megawatthours
2023-07-23T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74046,megawatthours
2023-07-23T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71588,megawatthours
2023-07-23T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68098,megawatthours
2023-07-23T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63795,megawatthours
2023-07-23T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59011,megawatthours
2023-07-23T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54060,megawatthours
2023-07-23T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49573,megawatthours
2023-07-23T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46757,megawatthours
2023-07-23T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46316,megawatthours
2023-07-23T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46853,megawatthours
2023-07-23T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47969,megawatthours
2023-07-23T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49148,megawatthours
2023-07-23T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51177,megawatthours
2023-07-23T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53609,megawatthours
2023-07-23T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56745,megawatthours
2023-07-23T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60493,megawatthours
2023-07-23T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64383,megawatthours
2023-07-23T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67966,megawatthours
2023-07-23T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70936,megawatthours
2023-07-23T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74434,megawatthours
2023-07-23T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76841,megawatthours
2023-07-22T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77861,megawatthours
2023-07-22T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77479,megawatthours
2023-07-22T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,76294,megawatthours
2023-07-22T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74361,megawatthours
2023-07-22T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71730,megawatthours
2023-07-22T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68434,megawatthours
2023-07-22T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64687,megawatthours
2023-07-22T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60521,megawatthours
2023-07-22T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56295,megawatthours
2023-07-22T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52599,megawatthours
2023-07-22T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49810,megawatthours
2023-07-22T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49649,megawatthours
2023-07-22T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50035,megawatthours
2023-07-22T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50570,megawatthours
2023-07-22T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51892,megawatthours
2023-07-22T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53782,megawatthours
2023-07-22T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56392,megawatthours
2023-07-22T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59577,megawatthours
2023-07-22T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,63486,megawatthours
2023-07-22T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,67416,megawatthours
2023-07-22T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71277,megawatthours
2023-07-22T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74046,megawatthours
2023-07-22T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77098,megawatthours
2023-07-22T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79425,megawatthours
2023-07-21T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80968,megawatthours
2023-07-21T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81301,megawatthours
2023-07-21T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80610,megawatthours
2023-07-21T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78681,megawatthours
2023-07-21T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75855,megawatthours
2023-07-21T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72035,megawatthours
2023-07-21T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68144,megawatthours
2023-07-21T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64147,megawatthours
2023-07-21T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59968,megawatthours
2023-07-21T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56024,megawatthours
2023-07-21T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53307,megawatthours
2023-07-21T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52736,megawatthours
2023-07-21T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52250,megawatthours
2023-07-21T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52145,megawatthours
2023-07-21T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52983,megawatthours
2023-07-21T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54575,megawatthours
2023-07-21T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56930,megawatthours
2023-07-21T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60494,megawatthours
2023-07-21T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,64382,megawatthours
2023-07-21T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,68882,megawatthours
2023-07-21T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,72934,megawatthours
2023-07-21T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75456,megawatthours
2023-07-21T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78784,megawatthours
2023-07-21T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81261,megawatthours
2023-07-20T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82056,megawatthours
2023-07-20T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82099,megawatthours
2023-07-20T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81836,megawatthours
2023-07-20T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80401,megawatthours
2023-07-20T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77504,megawatthours
2023-07-20T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73646,megawatthours
2023-07-20T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69634,megawatthours
2023-07-20T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65606,megawatthours
2023-07-20T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61384,megawatthours
2023-07-20T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57822,megawatthours
2023-07-20T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55624,megawatthours
2023-07-20T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55278,megawatthours
2023-07-20T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54232,megawatthours
2023-07-20T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53676,megawatthours
2023-07-20T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54385,megawatthours
2023-07-20T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55973,megawatthours
2023-07-20T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58409,megawatthours
2023-07-20T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61559,megawatthours
2023-07-20T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65490,megawatthours
2023-07-20T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70020,megawatthours
2023-07-20T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74133,megawatthours
2023-07-20T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77065,megawatthours
2023-07-20T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80348,megawatthours
2023-07-20T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81866,megawatthours
2023-07-19T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82384,megawatthours
2023-07-19T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82466,megawatthours
2023-07-19T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82104,megawatthours
2023-07-19T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81377,megawatthours
2023-07-19T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,78692,megawatthours
2023-07-19T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74963,megawatthours
2023-07-19T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70982,megawatthours
2023-07-19T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66754,megawatthours
2023-07-19T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62554,megawatthours
2023-07-19T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58706,megawatthours
2023-07-19T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55987,megawatthours
2023-07-19T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55324,megawatthours
2023-07-19T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54698,megawatthours
2023-07-19T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54339,megawatthours
2023-07-19T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55037,megawatthours
2023-07-19T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56712,megawatthours
2023-07-19T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59081,megawatthours
2023-07-19T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62358,megawatthours
2023-07-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66376,megawatthours
2023-07-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,70751,megawatthours
2023-07-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,74922,megawatthours
2023-07-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,77621,megawatthours
2023-07-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,80822,megawatthours
2023-07-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82046,megawatthours
2023-07-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82579,megawatthours
2023-07-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82549,megawatthours
2023-07-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,82053,megawatthours
2023-07-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,81483,megawatthours
2023-07-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,79073,megawatthours
2023-07-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,75313,megawatthours
2023-07-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,71052,megawatthours
2023-07-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,66480,megawatthours
2023-07-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,62015,megawatthours
2023-07-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58066,megawatthours
2023-07-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55277,megawatthours
2023-07-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54375,megawatthours
2023-07-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53702,megawatthours
2023-07-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53453,megawatthours
2023-07-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54223,megawatthours
2023-07-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56064,megawatthours
2023-07-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58620,megawatthours
2023-07-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,61707,megawatthours
2023-07-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,65600,megawatthours
2023-07-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,69909,megawatthours
2023-07-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,73845,megawatthours
